32775,5694
11730961,3575
1015835,4728
15581189,3392
655402,1801
131118,3535
48,166
48037937,16
65596,3009
65598,4195
983103,1800
131138,7283
196677,2584
72,322
1671241,4969
80,165
2359379,5144
98394,4341
8618077,6267
196707,7282
1638505,1799
108,310
9896047,2497
112,164
327795,3533
103785,6986
120,2467
32890,7400
98441,119
3702923,4067
16831853,3398
2293907,1798
163990,4340
163995,4193
1966237,6436
917662,4444
458913,3531
162,154
295075,5594
327845,7281
65702,4632
168,2466
3276971,2036
176,163
32946,4845
180,3325
32955,2135
98494,2158
4358341,4870
200,321
20452727,215
393421,2215
208,162
262353,3971
229586,4338
131285,5216
229593,4191
3047653,2556
458983,5449
1376493,4443
131313,4961
164082,6497
98553,4631
252,3324
721149,3528
1114366,1735
4325633,4285
264,2464
33033,5297
270,2401
272,161
4260113,1793
1936765,4495
280,2465
917785,5093
4423979,6689
300,3314
622895,3750
304,160
5538101,2933
312,2461
164169,5812
360778,4335
65875,2294
360789,4188
5570917,1788
491878,4724
328042,6781
721259,7277
368,159
983411,2958
378,2400
1671549,1734
120213,3074
10682755,1628
5898629,2547
426374,4331
1114503,3514
392,320
2294155,4442
396,3323
6226319,1782
426387,2873
405,153
408,2457
98716,6030
164255,4630
420,6185
459173,2118
131495,4850
852397,7273
98735,5433
33201,5869
1999283,5100
1245621,3499
65975,5681
440,2463
33212,3088
450,3303
456,2452
464,158
468,3322
66010,6607
2589151,85
7537123,1775
197098,4775
164331,2813
496,157
66033,5885
500,298
33275,272
66045,6989
557566,4326
1344005,7022
404225,5598
520,2460
33292,5990
557583,4174
1507857,3478
26280467,3776
5550,5625
590359,5127
492063,6780
552,2446
3211817,4441
2163242,6201
66092,5980
33327,3004
1114673,4791
2097715,6808
1671734,6244
567,152
623162,4320
229957,3057
33350,5668
98890,7085
588,3292
66125,291
592,156
594,2398
361046,6326
197210,6338
1442399,4757
9503329,1767
9536099,1839
612,3321
1049191,5224
616,2462
1245811,4571
630,5965
2785915,1733
33418,5438
10158731,42
885391,97
656,155
660,6184
1901211,3450
5178013,4673
675,309
680,2456
684,3320
3637933,65
754354,1903
696,2439
700,3313
702,2395
99015,6606
2032329,3414
33495,7337
728,2459
295647,4774
1147619,3024
262885,5375
1999591,2022
744,2431
393965,7288
750,2335
8782579,3839
33524,3153
1508087,7218
760,2451
66297,5356
42599173,181
12124937,1758
262922,6946
780,6181
1639187,5194
4883223,3563
394010,3819
4031261,4712
33579,5792
18809653,2733
99127,281
828,3319
2655037,4031
331731,5756
3244863,6200
99138,6459
66378,6927
623441,4988
2425683,3369
33620,2598
13435741,1748
164703,7138
6095713,6799
5047141,4440
951142,4313
737426,4245
882,3281
1933459,2879
951159,6307
888,2422
3900281,1732
891,151
164738,2566
951171,1862
33670,7000
295815,6337
820105,6779
361361,4626
918,2391
920,2445
924,6183
1016738,2742
10060709,2745
66470,4829
230318,4583
2687919,1664
945,2399
952,2455
8553401,1887
1901501,4152
394174,6568
66495,7205
1016769,4110
951235,4544
968,319
99275,3069
278690,3900
3933137,2660
492499,2978
980,3291
984,2412
990,5964
11731109,1823
1410031,2013
1020,6175
2032639,7037
1026,2386
5964803,4439
427025,5627
4260883,4493
1044,3318
33813,3145
830297,245
1999898,1818
508079,5271
623645,7243
33825,5576
1064,2450
328757,2184
427063,3036
132153,5412
689210,1674
132158,5040
66625,2276
1092,6180
1213511,2051
1100,3312
1213526,4269
41485399,3336
1116,3317
16221281,2644
1125,297
1442926,3630
1279091,265
1140,6165
164983,2220
1144,2458
33915,7426
208444,2590
263302,4905
1160,2438
394383,6945
1170,5961
165025,5557
754851,4464
130975,3185
18285733,183
591015,3818
5801131,3443
1017005,2553
5276851,2758
66748,5972
8258753,239
2426053,6828
66759,4857
492745,4773
918731,90
1344718,4224
1605837,3693
197846,4399
1240,2430
4031705,3622
1242,2380
525538,6523
5768419,230
8389871,3394
34034,7446
1148147,6778
1344759,4029
1288,2444
1300,3311
1508638,3660
125829,5761
296225,3128
34086,7365
1323,308
66861,5910
58098991,24
1332,3316
7800127,4438
1352,318
2688329,6500
4621643,4885
132430,6623
71225,5620
1372,286
4392287,219
1377,149
1380,6150
8521063,6714
5408105,6199
1386,5963
2295147,6684
165230,6458
5211503,3882
6129013,186
99705,4828
165242,6874
558467,4612
1428,6174
787865,7114
591261,6567
28050847,1616
427431,2042
19498411,4216
1452,3259
2622893,6301
9209263,2607
1115569,4896
722361,4567
1470,5525
1476,3315
1480,2421
1485,2397
950521,4816
1496,2454
4742101,3412
8717789,1941
493025,5531
34276,6002
1530,5955
1539,148
1540,6182
656903,99
132618,3929
1115661,4283
460317,6864
1566,2373
230945,7411
2070107,4789
1575,3302
624169,1992
1836595,4662
1596,6164
5155765,3827
3147331,2670
1181257,4360
67146,4561
67155,5183
1624,2437
198237,5039
1971813,3473
