845215,566
303485,1393
414141,472
121278,670
250705,1428
250305,480
209346,430
395715,876
674245,728
45510,486
418209,1366
5466571,531
80290,932
1272271,587
141778,768
268755,709
243542,1413
795093,972
145145,1464
563673,1185
66010,744
154077,1400
428978,908
5235167,384
305805,981
682465,909
537602,1161
362235,569
130065,1396
4989413,416
6630,1590
506345,1049
70122,1217
545259,589
418285,1084
391391,1513
62205,1467
338865,653
90610,790
740962,884
1186294,415
86802,1054
66045,1126
18942,814
143871,1324
6109697,525
115115,1533
1344005,1159
168454,1302
1124097,440
324105,584
90321,1524
4386221,504
4569617,1151
291346,755
301587,1092
756245,581
6892633,503
2859545,390
231855,678
3508673,854
16926,1347
492063,917
45885,1509
1188385,578
139810,601
2449955,434
9945637,817
223665,922
11020841,489
2163242,338
14411869,488
2800733,4
1374365,1022
121394,1395
2097715,945
506974,904
1671734,381
5830201,858
89355,1071
2052665,554
472719,1252
390507,1287
95095,1567
126730,1372
1221185,425
336651,722
25911877,323
92742,680
98890,1222
447051,1241
1714765,866
158286,878
13566,1565
90706,1311
6818915,328
3570,1595
9722453,382
361046,463
2593367,881
1829465,842
197210,475
6369883,431
410205,632
78430,1278
16302,1572
21090,1109
106743,1518
18387557,332
23142,1442
44574,1492
129642,586
534905,1202
465682,847
62062,1341
776815,1077
7854,1593
57970,1333
189805,1454
37310,809
225910,654
399993,1256
5059195,372
549746,1024
529023,719
572033,1483
993922,535
1458821,713
376257,707
1881607,1158
78474,686
43010,1527
760461,903
52910,1134
463505,756
15470,1588
202895,1329
140505,1421
565915,1034
100122,482
1113959,1045
39585,1470
920227,1080
310726,1079
15015,8
3175081,417
2730,1599
5610,1594
199342,785
1043119,1239
24882,1469
3056755,354
580382,872
39606,745
1733303,1249
1983163,886
330429,1291
107198,1305
303807,1050
17094,1142
99015,743
27370,1530
58058,1466
14209739,375
66378,1064
100130,1297
851037,459
69069,1534
2292433,712
1495762,387
90915,1437
305877,1266
195286,1005
33495,1474
957145,629
66495,1342
2890459,656
4152029,412
50830,1521
293601,598
129766,1270
1893749,747
840565,1199
217833,738
285418,980
135915,789
385671,1210
1678061,890
348910,429
1231599,555
790685,650
9546481,327
1739507,646
165945,1062
97014,1039
1508087,1355
1663739,577
264957,926
409045,1212
578305,591
19734,1538
252681,1301
262922,1083
2267915,418
138567,1549
9325327,490
1757545,1154
49938,689
165242,1011
46690,1406
488215,1003
76570,1307
437019,754
198835,1497
121210,1262
62238,742
1039737,967
1325858,409
226083,1321
116870,1216
16530,1443
74290,1491
119301,1498
9104173,496
345506,959
3230513,641
670514,456
209715,600
207669,1219
13110,1512
14790,1463
170810,1191
638435,993
49742,1559
4614973,943
3244863,337
7410,1576
1592129,1162
99138,596
23870,1350
1110854,529
189255,928
365079,1057
1774409,901
23370,781
111435,1490
531278,565
574287,630
28014,1407
2507601,380
1039186,613
7351123,830
1504085,626
35670,690
441595,925
1852405,882
424235,1258
394383,1082
84854,1436
52026,1398
1503717,856
6095713,936
899899,1208
93670,1422
56166,1070
346983,592
3959657,691
697015,1365
4467565,343
1003255,990
190762,1392
871131,1176
316274,652
56202,1423
3887989,526
263810,877
951159,444
7082873,371
81158,1331
630591,1028
705405,364
76670,796
707455,665
541569,462
860795,749
85215,1500
109446,998
295815,474
820105,916
88970,604
299915,772
183106,683
167314,1086
1471379,1026
1569685,559
101270,770
150423,1429
1074073,999
609178,696
564213,1043
35742,1073
2419615,394
97185,1312
698523,846
93093,1340
693158,968
284487,1244
279565,1514
1164205,845
8145839,502
842673,575
465842,701
1518517,467
86955,1332
23184311,324
771001,1289
25530,1074
107338,794
394174,705
7971317,935
580754,1177
1708993,1075
597835,1187
48070,1507
658378,363
1450955,870
70818,1014
504339,1200
24310,1585
194990,913
9442259,523
3314645,407
166870,481
542938,956
30498,1522
911183,1285
26970,1227
3910621,620
46046,1535
327845,1418
213962,1204
179170,710
375782,1186
11897831,334
7703531,497
203870,982
73554,736
107502,711
326895,897
713713,1264
363506,590
324597,676
162393,1101
466089,1078
266133,1369
42315,1345
57855,1440
190095,1371
1676285,454
44030,1127
1245013,1030
86710,1397
181815,1261
31746,1135
672771,976
1130942,835
749398,441
216070,585
1569799,974
1404455,574
1143818,392
149110,923
979982,436
3573349,1019
554001,874
806403,1160
230945,1548
72726,1263
5157911,937
488474,427
1659931,985
160797,1304
254541,1259
4224517,636
408595,1484
474145,1243
236379,1426
457765,681
416806,716
515185,1415
9194537,377
111111,1131
48174,933
45942,1308
298034,1242
646323,1357
5596213,348
62985,1554
185402,758
2243643,386
273470,633
962481,951
9282,1589
1328195,563
1834053,355
31367009,1
533577,1032
8970,1542
2597965,611
17290,1574
187473,1495
243386,1058
25935,1573
13398,1476
4121689,437
257114,1211
2827355,833
85085,7
54366,791
18354,1511
605283,447
22610,1564
523365,428
41470,1468
269841,1112
167739,1515
1604135,950
242535,1037
1900283,953
92690,1272
154734,466
79534,1499
140998,1447
74865,1280
212135,1434
453747,582
589589,1299
1297257,839
33915,1563
17670,1318
220286,1292
863765,957
4756609,836
124982,1496
51051,1582
1258629,946
312455,1494
256795,1399
29946,1282
100947,1504
1198615,891
516477,750
1152141,639
203918,1267
20550799,331
1787026,345
195734,599
424473,666
474266,988
1418395,458
2245789,949
119966,774
191919,1095
4279457,353
627874,561
1103011,1250
352495,1445
1008805,446
967846,396
229245,1205
1924111,1021
561085,721
449735,1111
69190,1124
208754,921
131138,1420
460317,1001
185185,1130
224434,723
1023155,545
13005833,816
1153243,1360
437437,1493
50505,1136
502645,1091
217005,1052
150722,1322
2426053,965
3478727,532
175305,1215
489335,597
14430,1139
27170,1571
138446,1220
273615,996
111826,1516
21318,1562
25806,1528
1205113,748
92378,1550
1985753,457
13530,815
5934299,491
643467,907
3501605,499
525538,660
2561251,841
68510,1327
1360749,419
1666281,528
109802,1276
1920235,638
1084655,468
38130,606
1148147,915
37758,1226
211497,1446
507129,567
634106,445
14535931,2
2788357,900
6724861,352
470270,365
785726,1150
158746,1385
1522945,694
54530,779
145299,1121
479446,893
58630,806
666655,1255
89726,1450
850135,672
19635,1591
118030,1013
421135,1300
68034,1388
193154,1482
81795,778
376142,1044
64790,1313
3866599,1152
1379609,702
363055,737
126170,929
83230,688
10374,1575
767195,1000
33670,1137
175398,550
682341,1164
148074,962
474411,651
937802,941
728365,753
17710,1544
46398,1105
103730,741
902451,627
113390,1387
5270837,508
320943,1203
7292219,405
2442583,1178
172938,451
2242385,861
51765,1460
310155,1169
160310,725
7220551,524
737035,1376
2688329,637
329498,1363
1895991,828
217930,898
139490,1007
216398,677
896954,863
177422,1370
477411,1047
21390,1283
625209,715
60762,771
57057,1568
245157,1485
156009,1488
697697,782
9570,1477
1325155,971
75110,1016
4902247,498
5408105,336
497002,649
2219371,442
41990,1555
157586,1427
165230,595
3116399,885
75922,1456
1777555,622
429065,731
11130229,370
1140087,539
1645945,361
89466,924
4816253,879
177045,1012
1696413,834
269698,730
3282307,938
140182,1295
731786,844
10392967,346
3089801,572
6516107,852
255374,995
232323,1060
202130,669
3687827,452
96135,1451
667029,663
19224941,367
8215961,824
993395,1195
161007,793
591261,704
2484805,533
302498,583
864838,840
7590,1546
28210,1346
238119,1384
93610,1069
374187,1381
2622893,438
6460493,530
2162095,838
5107219,1145
413105,1009
87087,1465
309111,1416
11615669,340
36465,1584
21945,1577
58786,1553
566618,889
134589,1449
32190,1018
939455,1184
4238785,492
15810,1338
124355,1557
8778,1579
933317,1254
1598918,351
1062347,5
260338,1288
226765,1309
183885,734
122322,983
1234387,717
4091349,329
902615,461
527527,1319
908765,588
615902,399
73185,798
47355,812
1621477,1374
288230,450
110055,1402
292330,549
53295,1560
396865,1383
286195,1114
344318,751
1339481,1409
71162,1519
177905,1517
152830,1206
144894,571
36890,1336
779779,762
613893,546
498945,848
370185,960
629629,1110
1873495,439
154882,1061
36366,1439
1715727,391
14061073,333
77330,1104
1551891,359
1469973,435
128535,775
3958297,832
260015,1487
29274,800
239134,1189
1357345,954
601634,628
4003363,389
12558,1541
1066533,623
2750041,1147
732711,426
139035,1271
650793,469
20010,1408
28490,1141
46002,797
3825245,820
3429937,433
282162,366
159285,483
118326,476
6290999,388
41514,1125
3354169,509
1042015,714
24738,1317
336226,1201
38038,1569
457653,895
2956811,1157
94395,1224
324415,1268
5715523,609
482885,1480
1501423,905
222794,765
20706,1462
79365,1133
5389901,432
62930,1225
289731,1481
4933247,859
41230,1316
3133015,505
10010,1596
196185,684
7770,1144
551551,1424
96186,726
650845,1286
10866271,376
79458,761
4992611,635
64090,1452
2055781,642
587366,645
171626,733
163438,1486
3997295,349
1900145,538
767602,424
13153907,369
15990,811
206074,1417
439930,401
795685,1046
762755,894
34410,934
276094,473
2838143,513
49910,1281
28290,746
71630,1432
292485,912
339549,1035
1404557,989
2727566,330
2686607,421
289478,1168
1316497,1041
81345,1457
3159985,827
48790,799
73370,1403
17729179,325
102486,1192
521885,919
1554371,1179
26565,1543
4830,1547
11269793,403
1111715,662
1072445,906
2543271,493
1031849,1375
95914,1325
1539755,397
430882,1358
249458,1382
409262,547
120435,931
144670,1053
179894,1113
196707,1419
85690,776
2395835,510
365313,1412
154570,679
306878,1002
9690,1566
107445,1431
703018,1156
561782,576
433862,470
923335,873
6220181,831
6524617,411
444106,1182
11310,1473
106190,484
317135,786
3194147,1173
32718,780
22134,1337
15189721,339
246790,961
2680539,344
122590,735
601953,991
642785,1209
67298,1505
2100963,500
690897,1232
130790,685
41106,1328
31395,1539
199578,850
420394,1029
1267435,902
745085,1240
2027245,514
83694,1008
1406703,940
1779441,414
941811,560
245427,1213
60078,1298
4640503,406
1451769,395
323323,6
44330,1343
1077205,1356
206770,1170
1879809,506
4423979,826
60610,1438
250838,708
1028859,867
61845,1315
315146,1253
3139339,860
28842,1508
3739405,385
2068781,1040
386835,464
358701,1188
263958,402
14586,1586
1695514,494
4075291,880
703703,1090
122655,1117
163618,1214
3990,1581
1530098,822
202538,1051
313131,920
723695,1166
114478,1116
2346799,453
1137235,1163
26418,1128
1431859,1284
26390,1471
34782,1334
460598,1233
12090,1348
550715,1290
1437501,511
1019711,752
1400642,501
113883,1455
148335,1221
145222,739
943943,727
190281,787
821066,556
2031337,869
42978,1433
5355343,819
20930,1540
1290065,517
241490,570
788307,659
530062,973
1253206,507
102765,1326
115995,1103
493493,1444
1216347,515
685906,868
376805,1320
5336929,551
257890,465
509795,1265
100282,1430
839086,947
305102,896
81770,1118
2660203,537
1451885,1175
1164605,699
1178589,1149
22386,810
2586485,358
6006,1597
16107383,487
30590,1510
270655,1100
31570,813
137085,1097
958334,512
1185665,986
8226691,383
126854,788
409479,910
87945,805
382858,631
851851,1055
6270,1580
1859473,562
810898,516
7571347,335
1002478,857
401302,992
774039,518
657305,1081
231322,593
13090,1592
2460563,1153
907166,420
3637151,610
161690,1038
49062,1119
2533289,1229
814407,955
124845,687
83886,602
55965,808
1556401,661
12210,1143
2032639,1174
29526,1108
552885,520
75702,930
4505527,963
556985,763
516026,519
476905,1390
5851069,378
3026933,837
8794049,347
1490883,534
203205,1246
44022,1404
59334,1223
721259,1414
6090,1478
155595,740
70035,1405
528333,1237
368590,521
3350479,692
47058,1279
327635,1065
132430,760
38874,1314
2608463,984
352222,1238
23205,1587
2936801,944
221154,522
393965,1425
272986,911
196581,1066
26598,1344
2312167,1025
889295,1031
494247,1362
442221,1377
131054,1067
1612093,1230
14322,1351
1345431,862
198645,759
10230,1352
6254591,342
38570,1441
1468415,643
